"What does a Market Structure Shift (MSS) describe?","A confirmed change in market structure occurring after a CHOCH, solidifying the new trend direction."
"What is a Fair Value Gap (FVG) or BISI / SIBI?","A 3-candle price imbalance where there is no wick overlap between candle 1 and candle 3 (market inefficiency)."
"What characterizes a 'Unicorn Setup' in Smart Money Concepts?","The precise confluence of a Breaker Block with a Fair Value Gap (FVG)."
"What is understood by 'Inducement' in SMC trading?","A misleading mini-sweep or fake-out that lures traders into the market prematurely before actual liquidity is taken."
"What does the term 'Hawkish' mean regarding central bank decisions?","A restrictive monetary policy to combat inflation (rate hikes/high rates), which is generally bearish for BTC & risk assets."
"What does the term 'Dovish' mean regarding central bank decisions?","An accommodative monetary policy to boost the economy (rate cuts), providing liquidity and acting bullish for BTC."
"What does the FOMC (Federal Open Market Committee) decide every 6 weeks?","The benchmark interest rate of the US Federal Reserve (Fed Funds Rate)."
"What does CPI (Consumer Price Index) measure and how does a higher-than-expected value affect BTC?","It measures consumer price inflation. Higher values than expected signal high inflation -> hawkish -> BTC falls."
"What does the NFP (Non-Farm Payrolls) report show?","The number of new jobs created in the US outside agriculture. A strong labor market raises inflation concerns (hawkish)."
"Why is the PCE Price Index particularly important for crypto traders?","Because PCE is the Fed's preferred inflation metric for making interest rate decisions."
"How does Bitcoin price typically react to sharp increases in 10-Year US Bond Yields (10Y Yields)?","BTC drops because rising bond yields offer attractive risk-free returns, pulling capital out of crypto (Risk-Off)."
"What does an ISM Purchasing Managers Index (PMI) above 50 indicate?","Economic expansion. A reading below 50 indicates economic contraction."
"What are the 'FOMC Minutes'?","The detailed meeting minutes of the Fed rate decision published ~3 weeks later, offering insights into central bank policy."
"How do unexpected statements in speeches by Fed Chair Jerome Powell affect the crypto market?","They usually trigger immediate high volatility in Bitcoin and the broader market."
"What characterizes a Bullish Engulfing candle pattern?","A small bearish candle is completely engulfed (body covered) by a subsequent giant bullish candle."
"What distinguishes a Hammer candle from a Shooting Star?","A Hammer is bullish with a long lower wick (>=70% of candle), while a Shooting Star is bearish with a long upper wick."
"Where is the stop-loss placed in a Morning Star candle pattern?","Directly below the lower wick of the middle candle."
"What are 'Advancing Wicks' (AW) and 'Retracing Wicks' (RW)?","Wicks of candles (~30% of candle length) serving as rejection signals, preferably at the 21 EMA or trendlines."
"What are the characteristics of a Bull Flag?","An impulsive move upward (flagpole) with open EMAs, followed by a slight downward consolidation."
"What is an Ascending Triangle?","A chart pattern featuring a horizontal resistance line above and higher lows below, typically breaking out upward."
"Why does a poor Risk-Reward Ratio (R/R < 1:1) disqualify a trading setup?","Because the potential loss is too high relative to potential profit, making the trade statistically unprofitable."
"Why should traders usually wait for a candle to close before entering a trade?","Because wicks during candle formation can deceive, and only the candle close validates the setup and levels."
"What is 'Revenge Trading' and why is it dangerous?","Emotionally opening new trades immediately after a loss to quickly recover funds, usually leading to even larger losses."
"Why is it recommended to store the majority of spot cryptocurrency on a cold wallet?","To protect assets from exchange insolvencies, hacks, and third-party counterparty risks."
"What goal does rigorous backtesting of trading rules pursue?","Building confidence in one's strategy and statistically proving a positive win rate (Edge)."
"How does the RSI behave in strong trending markets in overbought areas (>70)?","The RSI can remain above 70 for extended periods in strong trends, so simply selling when RSI > 70 often causes losses."
"What is understood by 'Confluence' in trading?","The convergence of multiple independent confirmations (e.g., Fibo Golden Pocket + Divergence + Candle Pattern + EMA Support)."
"What is the most important criterion regarding candle size at entry?","The entry candle must not be too large, as a wide stop-loss worsens the Risk-Reward Ratio."
"Why should trades not be opened directly in front of major support, resistance, or EMAs?","Because these zones act like 'walls' where price can bounce; trades need room to breathe."
